,노래제목,가수,가사
1298,superpowers,Tai Verdes,"Summertime high
Hop fences, yeah, we let the dogs outside
Deep divin', get into the trouble I like
Can't find me in the mornin', in the mornin'
Guess it's to the cold I go (Go)
Lost count of all the shitty joints I rolled (Rolled)
Don't care for no one's shit except my own
Got my vision distorted, distorted

We got time to waste
Waste it all away tonight
'Cause you've been on my mind
I could spend my life
Lost inside your eyes tonight
'Cause you've been on my mind

I've been thinkin' about it, about it
You and me got somethin' nostalgic
We could do nothin' for hours
That's our superpower
I've been thinkin' about it, thinkin' about it
Is this ever gonna end? I doubt it (Mm)
We could do nothin' for hours
That's our superpower

Summertime high (High)
Slow motion every time the clouds rolls by (By)
Honey drip down in your big brown eyes
Take my time in the mornin', in the mornin' (Uh)
Come make me change my plans, fly around the world
Don't matter where we land (Uh-huh), are you fuckin' crazy?
'Cause you know I am about you
And the way you move, goddamn, goddamn

We got time to waste (We got time to waste)
Waste it all away tonight
'Cause you've been on my mind (You've been on my mind)
I could spend my life (I could spend my life)
Lost inside your eyes tonight (Lost inside your eyes)
'Cause you've been on my mind

I've been thinkin' about it, about it
You and me got somethin' nostalgic
We could do nothin' for hours
That's our superpower (Oh, oh)
I've been thinkin' about it, been thinkin' about it (Yeah)
Is this ever gonna end? I doubt it (Yeah)
We could do nothin' for hours
We can do nothin' for hours
I've been thinkin' about it, about it
You and me got somethin' nostalgic (Nostalgic)
We could do nothin' for hours (For hours)
That's our superpower (Superpower)
I've been thinkin' about it, I've been thinkin' about it (About it)
I've been thinkin' about it, I've been thinkin' about it
Is this ever gonna end? I doubt it

(Oh, I've been thinkin' about it)
(Oh, somethin' so nostalgic)
(Oh, do nothin' for hours)
Is this ever gonna end? I doubt it"
1299,kiss cam,Zachary Knowles,"Yeah

You look like you wanna me right now
Say that you hate it, you so bad at fakin'
You probably wanna kill me right now
If we're bein' honest, I know you like how


I-I, I-I try hard to get under you skin
I-I, I'm too much to put up with
I-I, I poke fun, I'm sorry, it's all love
So



Kiss me like we're on a big screen
Hold me like you'll never see me again
Kiss me like we're on a big screen
And everybody sees you, lay it on me, babe
Even if it feel like pickin' a fight right now
Or even if it feel like we wanna cry right now
Kiss me like we're on a big screen
And evеrybody sees you, lay it on me, babe


Go ahead and liе to me right now
I can be childlike so give me your wild side
 (Mm-hmm, mm-hmm)
Know I'm testin' your patience 
when you hit me with faces
Act tough but you laugh it off, 
cuss me out, I can take
Turn me off if you want to, 
knock me out if it helps you
Why we so committed, baby, shut me up

I-I, I-I try hard to get under you skin
I-I, I'm too much to put up with
I-I, I poke fun, I'm sorry, it's all love


Kiss me like we're on a big screen
Hold me like you'll never see me again
Kiss me like we're on a big screen
And everybody sees you, lay it on me, babe
Even if it feel like pickin' a fight right now
Or even if it feel like we wanna cry right now
Kiss me like we're on a big screen
And everybody sees you, lay it on me, babe


Just kiss me (Kiss me, kiss me)
Like you miss me (Miss me, miss me)
Baby, just hold me (Hold me, hold me)
Like you'll never see me again
Mm, mm-hmm, mm, mm-hmm"
1301,Blue Again,Luca George,"Feeling blue with you
When i wanted to dance
Can not deal with you
you never gave me a chance
Who new
How to
Get your attention
Who new just where you lie
Feeling blue with you
But you just add to the noice
in a space for two
might as well loose my voice
Who new
How to
leave an impression
with you my world just stops
ticking time bomb
I should have
listened to my mother
she said
Why boy ?
Why boy ?
Would you even bother
blue again
Got some breaking news ahead
built up walls for self defence
love me like were
loosing it loosing it
blue again
Driving me around the bend
Crash into my heart again
Love me like where
loosing it loosing it
Back and forth with you
You said no strings attached
Playing guessing games
cause you won’t text me back
Who new
how to
Get your Affection
I new just what you liked
ticking time bomb
I should have
listened to my mother
she said
why boy ?
Why boy ?
Would you even bother
with this bad thing
but I chose my favourite colour
it you, it’s you
You got me feeling
blue again
Got some breaking news ahead
built up walls for self defence
love me like were
loosing it loosing it
blue again
Driving me around the bend
Crash into my heart again
Love me like where
loosing it, loosing it
Take your time
Take it back
we don’t need the pressure
black and blue only you
made me feel connected
look at me listening
I’ve been doing better
better without you
blue again
Got some breaking news ahead
built up walls for self defence
love me like were
loosing it loosing it
blue again
Driving me around the bend
Crash into my heart again
Love me like where
loosing it, loosing it"
1303,stay,PUBLIC,"Sun's goin' down, we're driving around
Losin' track of time before you're out
Wish I could freeze this beautiful scene
But it just melts

Lost in a sea, your eyes golden green
Staring as your fingers leave my hands
Wanted to follow wherever you go
I just can't right now, but

You're always on my mind
But it's fine, I'm not cryin'
I hate sayin' goodbye
I've been lyin', I'm not fine...

I just wanted you to stay!
When you're not so close to me
Feels like I forget how to breathe
Too many times I've played it cool while I watch you leave

I just wanted you to stay!
When you're not so close to me
It plays like a sad song on repeat
And too many times I've played the fool
Cause I watched you leave

Sun's goin' down, haven't made a sound
Tongue caught on the words trapped in my mouth
Wish I could say what I need to say, darling
I just can't right now, but

You're always on my mind
But it's fine, I'm not cryin'
I hate sayin' goodbye
I've been lyin', I'm not fine...

I just wanted you to stay!

I just wanted you to stay!
When you're not so close to me
Feels like I forget how to breathe
Too many times I've played it cool while I watch you leave

I just wanted you to stay!
When you're not so close to me
It plays like a sad song on repeat
And too many times I've played the fool
Cause I watched you leave

I just wanted you to stay!"
1305,Maze,Max Leone,"​​You slept on the sofa
I didn’t notice you leave
I guess I lost all my confidence
When I stopped being naive
I’d hate to become just
Another one of your fans
I just wanna dance with you
I just wanna dance
But I,
Feel like I’m living a lie
Your mind’ll change like the tide
You leave me high sometimes
You leave me dry sometimes oh
I’m dressing up to the nines
But no matter how hard I try
You leave me high sometimes
You leave me dry sometimes oh
Something’s wrong now
I feel it in the way you talk now
Its hidden in this maze we walk around
And never reach the end
And never reach the end
You show me something
I’ve been wanting to see
Or am I projecting love
Out of necessity
Cuz I,
Feel like I’m living a lie
Your mind’ll change like the tide
You leave me high sometimes
You leave me dry sometimes oh
I’m dressing up to the nines
But no matter how hard I try
You leave me high sometimes
You leave me dry sometimes oh
Something’s wrong now
I feel it in the way you talk now
Its hidden in this maze we walk around
And never reach the end
And never reach the end
But I don’t want it end
Can we do it again
Can you say that you want it bad
You want it bad, pretend
Coz I just can’t let it go
I need somebody to hold
Can you say that you want it bad
You want it bad, for show
But I don’t want it end
Can we do it again
Can you say that you want it bad
You want it bad, pretend
And I just can’t let it go
I need somebody to hold
Can you say that you want it bad
You want it bad, for show"
1307,Pineapple Sunrise,Beach Weather,"Wanna feel nothing and everything
That's my kaleidoscope mind
And in my cellophane island dream
You and me
We feel like we could die young tonight
I can't hide the high
Oh this euphoria
Up all through the night
Sunshine daze while I'm
Up in my loner paradise
Pineapple sunrise
Pineapple sunrise
Future eyes through yellow shades
Neon palms in a premonition
I realize in my disguise
I can't deny I keep having melancholy visions so
I can't hide the high
Oh this euphoria
Up all through the night
Sunshine daze while I'm
Up in my loner paradise
Pineapple sunrise
Pineapple sunrise
Pineapple sunrise
Pineapple sunrise
Your energy in my room
I wanna go back there soon
The feelings I get with you
Oh well I keep having melancholy visions
(Melancholy visions)
I can't hide the high
Oh this euphoria
Up all through the night
Sunshine daze while I'm
Up in my loner paradise
Pineapple sunrise
Pineapple sunrise
Pineapple sunrise
Pineapple sunrise
Your energy in my room
I wanna go back there soon
The feelings I get with you
Oh well I keep having melancholy visions"
1309,kill all my feelings,Will Linley,"I've been keeping the same old secrets
For the last six weeks and I'm in pieces 'cause
We tell each other everything, but
This time I'm gonna overthink
Complicated situations
Now my head's spinning got no patience, yeah
You said he's not your type, but
Now he's over every night

Oh, please, don't call me
When he's not around
It puts my head in a state, yeah
When we're alone at your place, yeah

Why do I want what I can't have?
When you fall in love I'm defeated
Wish I could kill all my feelings
I can't cool down, can't sleep through the night
I see your face on my ceiling
Wish I could kill all my feelings

So I can try to move on, but
Don't think I'll get too far 'cause
I find you in everybody
The look of your stare, the way it stops me

Please, don't call me
When he's not around
It puts my head in a state, yeah
When we're alone at your place, yeah

Why do I want what I can't have?
When you fall in love I'm defeated
Wish I could kill all my feelings
I can't cool down, can't sleep through the night
I see your face on my ceiling
Wish I could kill all my feelings

Get it together, pull it together
Get it together, pull it together
Get it together, pull it together
Wish I could kill all my feelings

I see you ghost riding shotgun
One day we'll stop tryna outrun
That second guessing it keeps on messing with me and you
Yeah, don't wanna ruin the friendship
But don't wanna numb all my senses
That second guessing it keeps on messing with me and you, ooh

Why do I want what I can't have?
When you fall in love I'm defeated
Wish I could kill all my feelings
I can't cool down, can't sleep through the night
I see your face on my ceiling
Wish I could kill all my feelings

Get it together, pull it together (Wish I, wish I, wish I could kill all my feelings)
Get it together, pull it together
Get it together, pull it together
(Wish I, wish I, wish I could kill all my feelings)
Get it together, pull it together (Wish I, wish I, wish I could kill all my feelings)
Get it together, pull it together
You fall in love I'm defeated
Wish I could kill all my feelings"
1310,MASOCHIST,Thomas Day,"Hurt me
Hold me
Hold my hands to the fire
Broken
Pieces
But don't cut the rope, make it tighter
Dark hair
Devil
And this train wreck desire
Has got me
Begging
Begging for any more of you

Think I like the way you're
Cruel
Can't help, I'm falling for you

Yeah
Break my heart, please do it again
I've got to feel you under my skin
Do anything you want
Just don't let it end
Cause there's nothing like
The way you love to hurt me

You break the rules for the hell of it
Beatme down so delicate
I think you crossed the line
I think I'm on your side

I try to speak what I wanna say
I can see me finally walk away
I hear your voice and I know I'll stay

Yeah
Break my heart, please do it again
I've got to feel you under my skin
Do anything you want
Just don't let it end
Cause there's nothing like
The way you love to hurt me

I swear you're throwing me to the fire
Just like gasoline
If I ever make it out alive ya
You'll be the death of me

Yeah
Break my heart, please do it again
I've got to feel you under my skin
Do anything you want
Just don't let it end
Cause there's nothing like
The way you love to hurt me"
1311,UNALIVE,Phil Good,"I'm feeling something
I let it sit
Pit in my stomach
Know it's something
But don't know what it is

I started walking
Around the room
I fold my laundry
Make some coffee
I don't know what to do

Because
Without you
I'm a mess

Honestly I
Should probably just
Go back to bed

I'm unalive
When you're not here with me
I'm unalive
Til you say you miss me
All of the stars
Go out
When you're around
And shoot across the sky
But I'm unalive
When you're not here with me
When you're not here

Go to a party
Don't stay too long
Nobodies funny
Like you're funny
So I'd rather go home

Tried making dinner
Threw it away
I don't get hungry
When I'm lonely
And it don't taste the same

Because
Without you
I'm a mess

Honestly I
Should probably just
Go back to bed

I'm unalive
When you're not here with me
I'm unalive
Til you say you miss me
All of the stars
Go out
When you're around
And shoot across the sky
But I'm unalive
When you're not here with me
When you're not here

I need you
I need you
I need you
I need you honey

I need you
I need you
I need you
I need you honey

I need you
I need you
I need you
I need you honey"
1312,Sugar Sweet,Benson Boone,"If I could count the stupid things I do
For you or just for a taste
I'd make it to a million just to realize
It was all just a chase
Oh what a waste
And now I hope you know what you've done
I won't be here when you're running back
'Cause you don't have anyone
Oh I bet you think your honey tastes like sugar
But honey sugar don't taste that bitter
Baby you ain't sweet
Look at what you did to me
Oh I bet you money that you'll look back later
But baby money won't make this better
Baby love ain't cheap
Look at what you did to me
Look at what you did
Look at what you did to me
Silver chains and promise rings
Never really meant a thing did they? (Oh no oh)
Was everything you did just a front?
Get the things that you really want from me
(You wouldn't do that would you?)
And now I hope you know what you've done
I won't be here when you're running back
'Cause you don't have anyone
Oh I bet you think your honey tastes like sugar
But honey sugar don't taste that bitter
Baby you ain't sweet
Look at what you did to me
Oh I bet you money that you'll look back later
But baby money won't make this better
Baby love ain't cheap
Look at what you did to me
Ooh look what you did to me baby
Look what you did to me baby
Ooh look what you did to me baby
Look what you did to me baby
Oh I bet you think your honey tastes like sugar
But honey sugar don't taste that bitter
Baby you ain't sweet
Look at what you did to me
(What you're doing to me)
Oh I bet you money that you'll look back later
But baby money won't make this better
Baby love ain't cheap
Look at what you did to me"
1313,Georgia Peach,Quinn XCII(퀸 나인티투)CONNECT 아티스트,"She's my sweet
Georgia peach
Sorta feisty kinda shy
No she's not some ""Eurotrip""
She's my ""American Pie""
She's homegrown
Good old girl
Loves drinking her glass of wine
Never misses on a sip
She's my ""American Pie""

You gotta meet my Caroline
From the middle of the country
On my mind
She don't care about the money
Wants a ride 
but it might get a little muddy, muddy

You gotta meet my Sally May
That I met back in college Saturdays
When I kept losing wallets
Glad she stayed
But if I'm being honest
Honest

I think she's way too good for me
And I don't know
If she knows she's out of my league
Yeah, I don't know

She's my sweet
Georgia peach
Sorta feisty kinda shy
No she's not some ""Eurotrip""
She's my ""American Pie""
She's homegrown
Good old girl
Loves drinking her glass of wine
Never misses on a sip
She's my ""American Pie""

She's not afraid to yell at me when I lie
Or admit to me when she's wrong
Doesn't need a favorite color or a theme song
She's my independent lady
Knew it since we dated
I would need to pick up my slack man 
there's no debating
We leave a party for a Waffle House if it's close
She wanna spend the day outside if it snows
Doesn't need Bitcoin bitch or crypto
Sending me nudes from a flip phone

I think she's way too good for me
And I don't know
If she knows she's out of my league
Yeah, I don't know

She's my sweet
Georgia peach
Sorta feisty kinda shy
No she's not some ""Eurotrip""
She's my ""American Pie""
She's homegrown
Good old girl
Loves drinking her glass of wine
Never misses on a sip
She's my ""American Pie"""
1318,The Stream (feat. Miso),PREP(프렙),"Drawing shapes on the window
Little slits in the mist
Hung out on a shaky line
Don't know what to say
I thought that I'd said it
But you didn't hear me right
I put that book in your pocket
Left your keys under the lamp
Hunched over the runway lights
I know what you'll think
But I've got to do something
Or nothing's gonna change
Blossoms under April rain
No one else can do how you do it
Clouds up in your eyes again
Never that far to go
'Til it feels right
Never feels right
So let it keep flowing
Flowing like a dream
Rushing up out of nowhere
From nowhere
All those thoughts we never tamed
Those nights that we taped up tight
Maybe it's time for tearing them open
To live it all again
Blossoms under April rain
No one else can do how you do it
Clouds up in your eyes again
Never that far to go
'Til it feels right
Never feels right
So let it keep flowing
Flowing like a dream
But he'll be over right?
When you get home
He'll be over right?
Can't leave you alone
Always knew it right?
Only way we could end
Taking the long way home
Blossoms under April rain
No one else can do how you do it
Clouds up in your eyes again
Never that far to go
'Til it feels right
Never feels right
So let it keep flowing
Flowing like a dream
Flowers in the stream"
1319,Magic,Pink Sweat$,"Understood yeah
Can't stop lookin' in your eyes
I hate to see you cry
My love my love yeah
And you know I'd travel miles
Just to see you smile
My love my love
And I don't know what you did
But every time we touch it feels like magic
It's like magic oh
I don't know where we're goin'
But every time a cold sweat
When we're right here
When we're right here oh
For a thousand years
I'd cry a thousand tears for your love
For your love for your love
Anticipation girl I'm levitatin'
For your love yeah ooh ooh (Yeah say)
I don't know what you did (What you did)
But every time we touch (Every time)
It feels like magic (Yeah)
It's like magic oh (Woo ooh ooh)
I don't know where we're goin'
(I don't know where we're goin')
But every time a cold sweat
When we're right here
When we're right here oh
I can feel it (I can feel it)
Feels like magic (Feels like magic)
In my bones (In my bones)
In my bones (In my bones)
I can feel it (I can feel it)
Feels like magic (Feels like magic)
In my bones (Can't stop)
In my bones
I don't know what you did
But every time we touch it feels like magic
It's like magic oh (Huh)
I don't know where we're goin'
But every time a cold sweat
When we're right here
When we're right here oh"
1321,Body & Soul (feat. Biig Piig),Emotional Oranges,"Yeah let me tell you 'bout this fireplace
That we're gonna lay in front of
And roast marshmallows and oranges some shit
I got questions what's your motive?
Let me prove to you (Talk your shit)
I can take it never folding
All I want's the truth (Okay)
You can keep on playing games
You'll realize too soon (Haha ha)
There's no love like me baby (Woo)
I can see you're ready to hold (Yeah)
Girl I'll tell you what it is
Tell me if you wanna let go baby? (Nah)
It's the way you make me feel so
Yeah I think I'll let you win
Wanna see what you've got to show baby
(You you you you)
Take you back to my place
Love you by the fireplace (You you you you)
Girl what you want from me?
(Girl what you want from me? Huh?)
Your body and soul
I just need that one thing
Hold me down with your embrace
Like it's supposed to be (You you you you)
Your body and soul
Oh oh oh
Ah ha ah
And I want your body and soul
Pass that blunt let shit burn
You gotta grab on what you want
Hit and run when we gon' learn? (Yeah)
Make him wait this time yeah
Before things fall apart
Just guard your broken heart
Get what you need fuck that other shit
He can beg for it yeah
I can see you're ready to go
Girl I'll tell you what it is
Tell me if you want me to come over
Just the way you make me feel so
Yeah I think I'll let you win
Wanna see what you got to show baby (Yeah)
Take you back to my place
Love you by the fireplace (You you you you)
Girl what you want from me?
(Girl what you want from me? Huh?)
Your body and soul
I just need that one thing
Hold me down with your embrace
Like it's supposed to be (You you you you)
Your body and soul
You know
It's a real cold night in Los Angeles
(You you you you)
So I'ma need you to make me a warm dinner
(And I want your body and soul)
Set that lightning real nice
Light up your fireplace and you know
(You you you you)
Maybe I'll give you what you want
(And I want your body and soul)"
1323,Spirits,Sylo,"You were the one to win the dealin'
Walked away from all the winnings
Got me stuck here I'm still wrestlin'
Tell me what you mean 'cause I'm so lost
Wanna meet app on your local?
Can't even reason with you fuck no
Can I at least get back all my clothes
Don't tell me what you mean
'Cause I don't care any more
Okay I'm done with these feelings
It's true I can't stop callin' you late
When the spirits be kickin'
Nesting on you when I know I can't stay
Be done for the millionth
But it's true I can't stop callin' you late
When the spirits be kickin'
Nesting on you
Got the pain in my chest
But we cuttin' these loose ends
We cuttin' these loose ends
Got all my hands up on you and I
I swear this time won't be like the last time
You don't like to be by yourself
Got one more night to ＿
To make yourself feel better now
Do you mean to stay around so don't go
Falling off falling off falling faster
Better now know we end this after hours
Okay I'm done with these feelings
It's true I can't stop callin' you late
When the spirits be kickin'
Nesting on you when I know I can't stay
Be done for the millionth
But it's true I can't stop callin' you late
When the spirits be kickin'
Nesting on you can't stay
Got the pain in my chest
But we cuttin' these loose ends
Loose ends
Got the pain in my chest
But we cuttin' these loose ends
Loose ends
Okay I'm done with these feelings
It's true I can't stop callin' you late
When the spirits be kickin'
Nesting on you when I know I can't stay
Be done for the millionth
But it's true I can't stop callin' you late
When the spirits be kickin'
Nesting on you Yeah
Baby we had ＿ I tried honestly
To keep us simple ＿
But I think I'm ready to let
Go of what we could've been almost anything
Don't give me more reasons
But I know I'm letting go"
1325,Say Something,Andria Piperni,"We've been playing chess
Now for quite some time
Slowly making moves trying to get inside
Neither of us giving the other a sign
Each keeping up our guard
Lest we hurt our pride
You got me
Stealing kisses in my mind
Asking questions with my eyes
Begging for you just to say something
Say something
Spilling secrets with my hands
Dying for this game to end
Come on baby won't you say something
Say something
Time passes by
And no one's calling bluff
The space in between
Grows hot to the touch (Hot to the touch)
But would you come on in
If you knew you could
Let down all your walls like I wish you would
Trying to keep my cool but I'm just no good
Whenever you get close
You got me
Stealing kisses in my mind
Asking questions with my eyes
Begging for you
Just to say something say something
Spilling secrets with my hands
Dying for this game to end
Come on baby won't you say something
Say something
I wanna hear you I wanna hear you
Say say something
Lemme hear you say
Stealing kisses in my mind
Asking questions with my eyes
Begging for you
Just say something say something
Spilling secrets with my hands
Dying for this game to end
Come on baby won't you say something
Say (Something)
I wanna you hear say
Won't you say something say (Something)
Lemme hear you say
Won't you say something say something
Come on tell me is this real
Got to know just how you feel
Begging for ya just
To say something (Say something)
Come on tell me is this real
Got to know just how you feel
Begging for ya just
To say something (Say something)
Tell me baby is this real
Tell me how you feel
Begging for ya just
To say something (Say something)"
1329,Saturday Nights,Weston Estate,"Saturday nights when you're not around
I don't think twice when I call your phone up
I don't think twice I just need some closure
Missing those days when I'd pull you closer

Saturdays when the kids close the door
To find themselves at home all alone
The dark nights skies are all that they know
Well, will I be fine?


We've been acting kinda numb
We don't feel what we've become
All these tragedies among it's killing me
I've been tired of acting up
This mind of mine is just a drug
For you to take and then corrupt
It's killing me, yeah

Staring at the phone just to see you call
Writings in the books, writings on the wall
Convincing myself it's okay
Wanna be brave wanna stand tall
But before you learn to walk you gotta learn to crawl
Missing you more everyday, every-



Saturday nights when you're not around
I don't think twice when I call your phone up
I don't think twice I just need some closure
Missing those days when I'd pull you closer

Saturdays when the kids close the door
To find themselves at home all alone
The dark nights skies are all that they know
Well, will I be fine?


And do I, do I make you nervous?
In my mind we're not fine, have you noticed?
I can't sleep, you can't breathe, what's the purpose?
Now i'm thinking, were we really worth it?

Oh, do I, do I make you nervous?
In my mind we're not fine, have you noticed?
And baby I can't breathe, where's the surface?
I'm waiting till you leave


Saturday nights when you're not around
I don't think twice when I call your phone up
I don't think twice I just need some closure
Missing those days when I'd pull you closer
Saturdays when the kids close the door
To find themselves at home all alone
The dark nights skies are all that they know
Well, will I be fine?"
1330,Overdrive,Post Malone(포스트 말론),"I spend my nights on overdrive
I live my life so overtired
And there's nowhere I can hide
Now I live my life on overdrive

I could be more like him if that's cool to you
I'd do anything to be cool to you
Cool to you


I spend my nights on overdrive
I live my life so uninspired
There ain't no angels in this world
So I live my life on overdrive


I'd remove my tattoos if that's cool to you
I'd do anything to be cool to you
Cool to you, uh


I could end it with her if that's cool to you
I'd do anything to be cool to you"
1331,wisdom teeth,Bea Miller(비 밀러),"If you were to ask my mother, she'd tell you this
 When I was a little bit younger, still innocent
 She came to my dance recital that I wasn't in
 'Cause I spent the whole time staring at myself in the mirror

 And oh, I dunno, I dunno
 How to get her back, I dunno
 Where'd she go? Where'd she go, go?

 Why am I so stupid? Used to be so smart
 When they pulled my teeth out, lost the wisest part
 I used to be so happy no matter what happened to me
 But when they pulled my teeth out, lost the wisest part

 And now that I'm a little bit older, a whole 19 years
 Everybody drowns their problems in Xanax and beer
 I'm buying all the presents on Christmas but my tree is clear
 And now underneath it's hard for me to look in the mirror

 And oh, I dunno, I dunno
 How to get her back, I dunno
 Where'd she go? Where'd she go, go?

 Why am I so stupid? Used to be so smart
 When they pulled my teeth out, lost the wisest part
 I used to be so happy no matter what happened to me
 But when they pulled my teeth out, lost the wisest part

 Out, lost the wisest part
 Out, lost the wisest part
 Out, lost the wisest part
 (Lost the wisest part)

 Why am I so stupid? Used to be so smart
 When they pulled my teeth out, lost the wisest part
 I used to be so happy no matter what happened to me
 But when they pulled my teeth out, lost the wisest part

 Out, lost the wisest part
 Out, lost the wisest part
 Out, lost the wisest part"
1333,Mulholland Drive,Josef Lee,"She love to call me papi
I don't let her tell nobody
We just rolling in the valley
Got no friends it's just some money
In this ghost town
She love to call me papi (Papi)
On the run she right beside me (Papi)
Keep the cellulars on silent
'Cause the lines be blowing up
To bring her clothes down
Vivid on Ventura make her really go
Nothing lasts forever except a video
Limousines we riding down Mulholland Drive
Ruby eyes and dollar signs that hypnotize
(I got to) slow down
Merry go around in a show town
Everything you got is what you can't be
Even if it's not it's still the same thing
Fuck whoever knows
Slow down
Merry go around in a show town
Everything you got is what you can't be
Even if it's not it's still the same thing
She love to call me papi out in Cali
Doing porn up in the valley wanna tell me
Don't know how she finna bury
All the memory
We just fuck and spend the money
Tryna balance out of balance
Ruby's all a stage name (Got you)
Boobies and a gold chain (It's true)
She just wanna feel the same
Minus all the strip and fame
Vivid on Ventura make her really go
Nothing lasts forever except a video
Limousines we riding down Mulholland Drive
Ruby eyes and dollar signs that hypnotize
(I got to) slow down
Merry go around in a show town
Everything you got is what you can't be
Even if it's not it's still the same thing
Fuck whoever knows
Slow down
Merry go around in a show town
Everything you got is what you can't be
Even if it's not it's still the same thing
Fuck whoever knows (Yeah)"
1334,2021,Lauv(라우브)CONNECT 아티스트,"2021
We could have some fun, maybe we could run
I could be the one
Baby, you're the one
Think it's time to go hard for your loving
Baby, I love you
I don't want no one else but you
Oh-oh
2021, 2021
We could have some fun, maybe we could run
I could be the one
Baby, you're the one
Think it's time to go hard for your loving
Baby, I love you
I don't want no one else but you
Do you wanna fall in love?
We don't gotta make it so hard
I don't mean to act so cold
It's just an excuse to let you go
You're just staring at the window
I just want to kiss you from the driver's seat
Baby, you're invaluable to me
I know sometimes I don't show it
But I know we'll get through it
Mmh-mmh
2021
We could have some fun, maybe we could run
I could be the one
Baby, you're the one
Think it's time to go hard for your loving
Baby, I love you
I don't want no one else but you
Oh-oh
2021, 2021
We could have some fun, maybe we could run
I could be the one
Baby, you're the one
Think it's time to go hard for your loving
Baby, I love you
I don't want no one else but you
I know who you really are
Baby, I'll give you it all
If I could do something just to prove to you
I'm still good for you
If you don't leave me, don't leave me
Never on time but I'm always there when you call
Stay on my mind through Summer, Winter, Spring and Fall
I don't ever wanna make you feel like you're a ""maybe"", baby
2021
We could have some fun, maybe we could run
I could be the one
Baby, you're the one
Think it's time to go hard for your loving
Baby, I love you
I don't want no one else but you
Oh-oh
2021, 2021
We could have some fun, maybe we could run
I could be the one
Baby, you're the one
Think it's time to go hard for your loving
Baby, I love you
I don't want no one else but you"
1335,cut,Tori Kelly(토리 켈리),"Love in suspension
When you put up your guard
But i know i can make you believe
I'm the exception
Hit the drum on your heart
Baby we caught a rhythm
And it go like da dum da dum da
It go like da dum da dum da
Make you feel some type of way
Make you feel some type of way
It go like da dum da dum da
It go like da dum da dum da
You can get that yesterday
You can get that soon as yesterday
You don't want a cut if it's not with me
You ain't get this love from nobody else
I'm the only one you know who take control
I know you know
You don't want a cut if it's not with me
You ain't get this love from somebody else
I'm the only one you know who take control
I know you know
That i'm free fallin'
When you look in my eyes
And the goosebumps they letting me know
You got me callin'
Hit the drum blow my mind
Baby we caught a rhythm
And it go like da dum da dum da
It go like da dum da dum da
Make you feel some type of way
Make you feel some type of way
It go like da dum da dum da
It go like da dum da dum da
You can get that yesterday
You can get that soon as yesterday
You don't want a cut if it's not with me
You ain't get this love from nobody else
I'm the only one you know who take control
I know you know
You don't want a cut if it's not with me
You ain't get this love from somebody else
I'm the only one you know who take control
I know you know
It go like da dum da dum da
It go like da dum da dum da
Make you feel some type of way
Make you feel some type of way, yeah
It go like da dum da dum da
It go like da dum da dum da
Whoa yeah
You don't want a cut if it's not with me
You ain't get this love from nobody else
I'm the only one you know who take control
Whoa whoa woo yeah
You don't want a cut if it's not with me
You ain't get this love from nobody else
I'm the only one you know who take control
I know you know
You don't want a cut if it's not with me
You ain't get this love from somebody else
I'm the only one you know who take control
I know you know"
1336,Don't Think Twice,Rita Ora(리타 오라)CONNECT 아티스트,"We're already passed temptation
We've already crossed that line
And baby when you saw me naked
I've never felt more alive
Love's a risky bet
Play me like roulette
Don't think with your head
I don't ask for much
Just all of your love
Baby don't think twice na na
One second could change your life na na
Trust the way you feel tonight na na
Heaven is a shot in the dark
So shoot with your heart
And don't think twice na na
One second could change your life na na
Trust the way you feel tonight na na
Heaven is a shot in the dark
So shoot with your heart
And don't think twice
Am I drunk or am I dreaming
Cause babe I've never seen this clear before
This could be your best investment
If you just stay right here
Love's a risky bet
Play me like roulette
Don't think with your head
I don't ask for much
Just all of your love
Baby don't think twice na na
One second could change your life na na
Trust the way you feel tonight na na
Heaven is a shot in the dark
So shoot with your heart
And don't think twice na na

You better love
Come to me
Shoot for the stars
Shoot for you heart and aim for love
And love somebody
You better love somebody
Baby don't think twice na na
One second can change your life na na
Trust the way you feel tonight na na
Heaven is a shot in the dark
So shoot with your heart
And don't think twice"
