,곡인덱스,앨범인덱스,가수인덱스,가수명,곡명,앨범명,가사,장르,곡시간,앨범발매일,계절/시간,장소/상황,감정
47,33409548,10591800,160091,버즈,소년에게,소년에게,철모르고 만난 그때 영원히 함께하자 두 손 꼭 붙잡았지 다치고 아파도 우린 최고였잖아 젊음이 무기야 지금껏 참고 견뎠지 새로운 시작에 거침없었던 날들 용기만큼 배짱도 두둑했어 내 맘속 깊은 곳에 멜로디 찬란한 무대 위에 피날레 Dont be cry 더 크게 노래해봐 어린 날 내 꿈속에 메모리 귓가에 맴도는 네 목소리 Make me shine 별처럼 빛나는 멋진 네가 좋아 정답을 몰랐어 세상 앞에 맞설 때 두려움 까짓것 아무 문제도 없었지 인생의 벼랑 끝 기대어준 너잖아 어깨를 툭 치며 우린 남자가 됐어 내 맘속 깊은 곳에 멜로디 찬란한 무대 위에 피날레 Dont be cry 더 크게 노래해봐 어린 날 내 꿈속에 메모리 귓가에 맴도는 네 목소리 Make me shine 별처럼 빛나는 멋진 네가 좋아 너도 알잖아 가슴에 품었던 우리만의 세상 걱정 마 세월이 변해도 같이 걸어줄 수 있는 사람 너라면 끝까지 노래할게 나 이제는 말해줄 수 있어 다시 꾸지 못할 꿈이라도 I dont care 더 크게 노래해 멋진 네가 좋아,록/메탈,226,2021-04-13,,,
48,33410939,10592010,205880,규현 (KYUHYUN),커피 (Coffee),커피 (Coffee),커피만 시킨 채 너는 관심 없어 봄볕 내리던 탁자에 괜한 날씨 얘기와 같이 싫어하던 친구의 소식도 꺼냈지 네 맘은 딴 곳인데 그 사람 얘기에 이제서야 웃는 너를 언제부터인지 사랑하고 있어 음 차가운 커피잔에 커피잔에 그 커피잔에 음음 아무런 향기가 없어 쓴 한 방울조차 요즘 멍 때리는 너를 보면 그 커피잔에 커피잔에 난 없어 심각한 얼굴로 할 말 있다 하면 넌 어떤 표정 지을까 고민 고민 하지만 너의 편한 사람 그거면 될 것 같은데 조금씩 시들해진 우리의 세상과 복잡해진 너의 하루 아무도 모르게 난 변했는데 음 차가운 커피잔에 커피잔에 그 커피잔에 음음 아무런 향기가 없어 쓴 한 방울조차 요즘 멍 때리는 너를 보면 그 커피잔에 커피잔에 난 없어 당신은 도대체 누구 시길래 이 밤을 꼬박 새워 눈물로 채우죠 차가운 커피 커피잔에 네 맘에 그 커피잔에 음음 아무런 향기가 없어 식은 한 방울도 요즘 멍 때리는 너를 보면 그 커피잔에 커피잔에 나는 없어,발라드,222,2021-04-13,,,
49,33403456,10590338,443420,박재범,SUMMERIDE,SUMMERIDE,몸이 지쳤을 때 밖을 바라봐 자연과 함께 하나가 돼버리네 설레이는 마음 내가 달려가 위치 보내면 oh oh Where u at Pick u up 올라타 딱이네 We can go anywhere Cruising everywhere 날씨도 최고네 분위기 거의 LA We can go anywhere Cruising everywhere Summertime We can play 고민 no 자유롭게 Girl open your window Summertime We can play 고민 no 자유롭게 Girl open your window Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy 오랜만에 만난 여름날 Trailblazing through the streets 즐거운 이 느낌 엄청나 이 추억 간직하고파 이따 집에 가서 오늘 날짜 메모지에 적어놔 기분 super up I dont give a what We be drivin drivin girl I can do this all day 어느 때도 언제나 Baby girl u can call me 매일 vacation 함께 있으면 도로도 천국이야 이 순간 맛있어 girl I can taste it Never stop green light Always giddy up lets go Summertime We can play 고민 no 자유롭게 Girl open your window Summertime We can play 고민 no 자유롭게 Girl open your window Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy Summertime We can play 고민 no 자유롭게 Girl open your window Summertime We can play 고민 no 자유롭게 Girl open your window Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy,R&B/Soul,218,2021-04-12,,,
50,33405149,10590812,236815,다비치,그냥 안아달란 말야,그냥 안아달란 말야,며칠 밤을 생각해봤어 이대로 진짜 헤어지는 게 맞는지 우리 돌아섰던 날 동안 다 엉망이 됐어 네가 곁에 없어서 힘들었겠지 나도 그런 것 같아 꼭 그렇다고 다들 이렇게 서로 놓진 않으니까 그냥 안아달란 말야 달라진 일상과 너마저 없는 하루가 상상이 안 돼 한순간에 처음으로 돌아갈 수는 없겠지만 너만 거기 있다면 함께 한다면 다 상관없어 안아달란 말야 이기적이라는 거 알아 나를 더 이해해주기를 바랬어 못난 자존심을 앞세워 너의 한숨들을 모른 척 지나갔어 이제 와서야 내 맘도 알 것 같다는 너 힘들었겠다는 그 말에 불쑥 눈물이 나와서 그냥 안아달란 말야 달라진 일상과 너마저 없는 하루가 상상이 안 돼 한순간에 처음으로 돌아갈 수는 없겠지만 너만 거기 있다면 함께 한다면 다 상관없어 안아달란 말야 잡으려 할수록 더 멀리 가 버릴까 봐 가려다 멈췄다 돌아서서 흐르는 시간만 아까워서 안타까워 그냥 안아달란 말야 그냥 꽉 안고서 다른 상황이 우릴 다시 갈라놓아도 수많았던 걱정과 불안했던 내 삶에 너는 유일한 이유였다고 전부였다고 다 말하잖아 알아달란 말야,발라드,203,2021-04-12,,,
51,33406048,10591034,247639,SHINee (샤이니),같은 자리 (Area),Atlantis - The 7th Album Repackage,어두운 길 위로 희미한 불빛 여전히 잠들지 못한 밤 Tonight Oh night Starry night Ooh  채워지지가 않아 너의 빈자리 그날에 난 멈춰선 채 같은 Area 늘 같은 자리야 Ooh yeah  지워낼 수 없는 아픈 네 빈자리 더 지독히 짙게 남겨진 Area Ooh yeah The night is never gonna be the same yeah  스쳐 지난 잔상 다시 네가 보여 가만히 날 보고 웃어 Uh yeah 멍하니 있던 몸을 움직여 한 걸음 뒤 넌 사라져 손엔 잡히지 않는 너 Na na na  채워지지가 않아 너의 빈자리 그날에 난 멈춰선 채 같은 Area 늘 같은 자리야 Ooh yeah  지워낼 수 없는 아픈 네 빈자리 더 지독히 짙게 남겨진 Area Ooh yeah The night is never gonna be the same yeah  어디쯤인 걸까 얼마나 온 걸까 어쩌면 아직 제자리 잃어버린 길 사이 Oh Oh 털어내지도 Oh 삼켜내지도 Yeah 못 해 억지로 눈을 감아봐도 Same yeah  채워지지가 않아 너의 빈자리 그날에 난 멈춰선 채 같은 Area 늘 같은 자리야 Ooh yeah  지워낼 수 없는 아픈 네 빈자리 더 지독히 짙게 남겨진 Area Ooh yeah The night is never gonna be the same yeah  지나지 못해 갇힌 너와 내 기억들이 멋대로 불어나 Keep awake awake awake 후회 지워낼수록 번진 결국엔 더 짙어진 의미  Ooh 또 말없이 다가와서 내 맘속을 헤집는 너  떠나지 못해 네가 없는 빈자리 그 누구도 채울 수가 없는 Area 매번 제자리야 Ooh yeah  지워낼 수 없는 아픈 네 빈자리 더 지독히 짙게 남겨진 Area Ooh yeah The night is never gonna be the same yeah,R&B/Soul,208,2021-04-12,,,
52,33398835,10589330,764646,Doja Cat,Kiss Me More (Feat. SZA),Kiss Me More (Feat. SZA),We hug and yes we make love And always just say Goodnight Lalala lalala And we cuddle sure I do love it But I need your lips on mine  Chorus Doja Cat Can you kiss me more Were so young boy we aint got nothin to lose uhoh Its just principle Baby hold me cause I like the way you groove uhoh  PostChorus Doja Cat Boy you write your name I can do the same Oh I love the taste lalala lala All on my tongue I want it Lalala lala Boy you write your name I can do the same Oh I love the taste lalala lala All on my tongue I want it Lalala lala  Verse  Doja Cat I I feel like fucking something But we can be corny fuck it Sugar I aint no dummydummy I lik to say What if but if We could kiss and just cut the rubbish Then I might b on to somethin I aint givin you one in public Im givin you hundreds fuck it Somethin we just gotta get into Sign first middle last on the wisdom tooth Niggas wishin that the pussy was a kissin booth Taste breakfast lunch and gin and juice And that dinner just like dessert too And when we French refresh gimme two When I bite that lip come get me too He want lipstick lipgloss hickeys too huh  Chorus Doja Cat Can you kiss me more Were so young boy we aint got nothin to lose uhoh Its just principle Baby hold me cause I like the way you groove uhoh  PostChorus Doja Cat Boy you write your name I can do the same Oh I love the taste lalala lala All on my tongue I want it Lalala lala Boy you write your name I can do the same Oh I love the taste lalala lala All on my tongue I want it Lalala lala  Verse  SZA Say give me a buck need that Gucci stuff Push your limit no you aint good enough All your niggas say that you lost without me All my bitches feel like I dodged it dont need Fuckin with you feel like jail nigga I cant even exhale nigga Pussy like holy grail you know that You gon make me need bail you know that Caught creepin with your friend You aint even half man lyin on your you know that Got me a bag for the break you know that Control dont slow the pace if I pull back All this ass for real Ahh Drama make you feel Ahh Fantasy and whip appeal Is all I can give you  Chorus Doja Cat SZA amp Both Can you kiss me more Were so young boy we aint got nothin to lose uhoh Its just principle Baby hold me cause I like the way you groove uhoh Oh darlin  PostChorus Doja Cat amp SZA Boy you write your name I can do the same Ooh I love the taste ohlalalalala All on my tongue I want it Boy you write your name I can do the same Ooh I love the taste ohlalalalala All on my tongue I want it,POP,209,2021-04-09,,,
53,33402760,10590133,325867,Taylor Swift,Fearless (Taylor’s Version),Fearless (Taylor's Version),Theres something bout the way The street looks when its just rained Theres a glow off the pavement you walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot yeah Oh yeah Were driving down the road I wonder if you know Im trying so hard not to get caught up now But youre just so cool run your hands through your hair Absentmindedly making me want you And I dont know how it gets better than this You take my hand and drag me head first fearless And I dont know why but with you Id dance In a storm in my best dress farless So baby drive slow til we run out of road in this onhorse town I wanna stay right here in this passengers seat You put your eyes on me In this moment now capture it remember it Cause I dont know how it gets better than this You take my hand and drag me head first fearless And I dont know why but with you Id dance In a storm in my best dress fearless Oh oh Well you stood there with me in the doorway My hands shake Im not usually this way but You pull me in and Im a little more brave Its the first kiss its flawless really something Its fearless Oh yeah Cause I dont know how it gets better than this You take my hand and drag me head first fearless And I dont know why but with you Id dance In a storm in my best dress fearless Cause I dont know how it gets better than this You take my hand and drag me head first fearless And I dont know why but with you Id dance In a storm in my best dress fearless Oh oh Ohoh yeah,컨트리,242,2021-04-09,,,
54,33397561,10589127,2899290,STAYC(스테이씨),ASAP,STAYDOM,STAYC girls its going down Time is running boy 그건 누구에겐 돈 You know Im so dope 더는 못 기다려 줘 원래 나는 좀 참을성이 없는 몸 솔직한 게 좋은 걸 But you gotta know yeah e yeah 달콤하기만 해도 싫어 So check it 매너 좋은 거 착한 거는 나도 구분해 e yeah 순간 반짝할 거면 시작도 않는 걸 Sometimes 내가 생각해도 I think Im really cool ASAP 내 반쪽 아니 완전 Copy 나와 똑같아 내 맘 잘 알아줄 ASAP 꼭 닮은 내 Decalcomanie 눈앞에 나타나 줘 ASAP whoo woo woo woo ASAP whoo woo woo woo 눈앞에 눈앞에 나타나 줘 No Im not picky 가끔 까탈스럽대 Its ok but I care 콧대 높대 아닌데 Get it 이해하게 될 걸 너만 나타나면 So baby hurry up Im just waiting on 달콤하기만 해도 싫어 So check it 겉만 그런지 진심인지 나도 구분해 e yeah 금방 타오른다면 쉽게 꺼지는 걸 Sometimes 내가 생각해도 I think Im really cool ASAP 내 반쪽 아니 완전 Copy 나와 똑같아 내 맘 잘 알아줄 ASAP 꼭 닮은 내 Decalcomanie 눈앞에 나타나 줘 ASAP whoo woo woo woo ASAP whoo woo woo woo 눈앞에 눈앞에 나타나 줘 실제론 어떤 느낌인 걸까 A beautiful a beautiful love 한 번도 느껴본 적 없는 걸 So where you at 기다리고 있는데 ASAP ASAP 내 반쪽 아니 완전 Copy 나와 똑같아 내 맘 잘 알아줄 ASAP 꼭 닮은 내 Decalcomanie 눈앞에 나타나 줘 ASAP Whoo woo woo woo ASAP Whoo woo woo woo 눈앞에 눈앞에 나타나 줘,댄스,195,2021-04-08,,,
55,33386371,10586388,2639564,정효빈,대화가 필요해 (Inst.),대화가 필요해,또 왜 그러는데 뭐가 못마땅한데 할 말 있으면 터놓고 말해봐 너 많이 변했어 내가 뭘 어쨌는데 첨엔 안 그랬는데 첨에 어땠었는데 요새는 내가 하는 말투랑 화장과 머리 옷 입는 것까지 다 짜증 나나 봐 그건 네 생각이야 우리 서로 사랑한 지도 어느덧 개월 매일 보는 얼굴 싫증도 나겠지 나도 너처럼 나 좋다는 사람 많이 줄 섰어 간다는 사람 잡지 않아 어디 한번 잘해봐 근데 그놈의 정이 뭔지 내 뜻대로 안 돼 맘은 끝인데 몸이 따르질 않아 아마 이런 게 사랑인가 봐 널 사랑하나 봐 지금부터 내 말을 들어봐 넌 집착이 심해 그건 집착이 아냐 나를 너무너무 구속해 그럼 너도 나를 구속해 우리 결혼한 사이도 아닌데 마치 와이프처럼 모든 걸 간섭해 너의 관심 끌고 싶어서 내 정든 긴 머리 짧게 치고서 웨이브 줬더니 한심스러운 너의 목소리 나이 들어 보여 난 너의 긴 머리 때문에 너를 좋아했는데 네가 너무 보고 싶어서 전화를 걸어 날 사랑하냐고 물어봤더니 귀찮은 듯한 너의 목소리 나 지금 바빠 듣고 보니 내가 너무 미안해 대화가 필요해 우린 대화가 부족해 항상 내 곁에 있어서 너의 소중함과 고마움까지도 다 잊고 살았어 너를 너무 사랑해 대화가 필요해,포크/블루스,240,2021-04-04,,,
56,33581474,10586157,672375,BTS,Boy With Luv (Japanese ver.),"BTS, THE BEST", Hows your day Oh tell me  Oh text me  Your every picture  Come be my teacher 　 Your  your   Listen my my baby      Yeah you makin me a boy with luv  Oh my my my oh my my my You got me high so fast  Oh my my my oh my my my You got me fly so fast 　  Love is nothing stronger Than a boy with luv Love is nothing stronger Than a boy with luv   ya  ya  ya  my babe 　     Oh nah   Oh nah  No way  No way  Boy with luv  Listen my my baby      Yeah you makin me a boy with luv  Oh my my my oh my my my You got me high so fast  Oh my my my oh my my my You got me fly so fast 　  Love is nothing stronger Than a boy with luv Love is nothing stronger Than a boy with luv     sky  hall  But your  　   Let me fly  Oh my my my oh my my my You got me high so fast  Oh my my my oh my my my You got me fly so fast 　  Love is nothing stronger Than a boy with luv Love is nothing stronger Than a boy with luv,J-POP,231,2021-04-02,,,
57,33385727,10586205,735500,Yultron,Us2,Us2,Fallen in love I feel like Im feel like Im in a daze Under the sun Here and there I dont know where which way I had to take a look inside of me Figure out what I really need baby so Went outside and found the inner peace I could let it all go Baby girl you were the one who showed me how to love And baby girl you were the one who taught me And baby girl you are the one who showed me where to go And baby girl you are the one that is my heart Now that youre here I dont have to wait around Take my hand we could fly above the clouds Just me and you yeah baby us two us two us two us two Now that youre here I dont have to wait around Take my hand we could fly above the clouds Just me and you yeah baby us two us two us two us two Fallen in love Theres nobody but you Fallen in love Theres nobody Theres nobody but you That I would spend my life with no I wouldnt know what to do without you Baby girl you were the one who showed me how to love And baby girl you were the one who taught me And baby girl you are the one who showed me where to go And baby girl you are the one that is my heart Now that youre here I dont have to wait around Take my hand we could fly above the clouds Just me and you yeah baby us two  us two us two us two Now that youre here I dont have to wait around Take my hand we could fly above the clouds Just me and you yeah baby us two  us two us two us two Now that youre here I dont have to wait around Take my hand we could fly above the clouds Just me and you yeah baby us two  us two us two us two Now that youre here I dont have to wait around Take my hand we could fly above the clouds Just me and you yeah baby us two us two us two us two Me and you and us two yeah yeah yeah,일렉트로니카,199,2021-04-02,,,
58,33386978,10586526,1203583,Olivia Rodrigo,deja vu,deja vu,Car rides to Malibu Strawberry ice cream one spoon for two And tradin jackets Laughin bout how small it looks on you Hahahaha hahahahaha hahahaha Watching reruns of Glee Bein annoying singin in harmony I bet shes braggin to all her friends sayin youre so unique hm So when you gonna tell her that we did that too She thinks its special but its all reused That was our place I found it first I made the jokes you tell to her when shes with you Do you get deja vu when shes with you Do you get deja vu Ah hmm Do you get deja vu Huh Do you call her almost say my name Cause lets be honest we kinda do sound the same Another actress I hate to think that I was just your type And I bet that she knows Billy Joel Cause you played her Uptown Girl Youre singin it together Now I bet you even tell her how you love her In between the chorus and the verse Ooh So when you gonna tell her that we did that too She thinks its special but its all reused That was the show we talked about Played you the songs shes singing now when shes with you Do you get deja vu when shes with you Do you get deja vu Ohoh Do you get deja vu Strawberry ice cream in Malibu Dont act like we didnt do that shit too Youre tradin jackets like we used to do Yeah everything is all reused Play her piano but she doesnt know Oh oh That I was the one who taught you Billy Joel Oh A different girl now but theres nothing new I know you get deja vu I know you get deja vu I know you get deja vu,POP,215,2021-04-01,,,
59,33379610,10584890,672859,백현 (BAEKHYUN),Bambi,Bambi - The 3rd Mini Album,Feel it like 메말라 있던 맘 위로 스며든 단비 답이 필요 없지 because youre my favorite 어떤 말로도 표현이 안돼  너와 함께 있을 때면 매일이 시간이 멈춰버린 Neverland Girl youre so 위험 위험 위험 이미 난 네 아름다움에 눈멀었네  Youre my only Bambi Bambi 너와 딱 어울리는 밤이야 내려와 밤비 밤비 우릴 더 촉촉하게 적셔 이 밤이 새도록 Bambi Bam Bambi Bambi Bambi Bambi Bam Bambi Bambi Bambi Youre so precious I cant take it You are dreamy Bambi Bambi  Tell me whats your secret 숨길 수 없을 만큼 넌 예뻐 더 말해 뭐해 girl 너란 fairytale 속 나만 살고 싶은 이기적인 내 맘 너는 아는지 가끔  내가 알던 세상은 진짜가 아닌 fake 널 기다려 왔어 Tinkerbell 위로 위로 위로 make me fly high  Youre my only Bambi Bambi 너와 딱 어울리는 밤이야 내려와 밤비 밤비 우릴 더 촉촉하게 적셔 이 밤이 새도록 Bambi Bam Bambi Bambi Bambi Bambi Bam Bambi Bambi Bambi Youre so precious I cant take it You are dreamy Bambi Bambi  예쁜 두 눈엔 별이 반짝이지 all night All I want is you and me 돼줄래 내 첨이자 마지막 Over and over 이 맘 말로는 다 못해 눈부심에 cant be closer Theres no way out 이 story는 이제 시작해 my Neverland  Bambi Bambi 하나의 빛에 물든 밤이야 넌 나의 단비 Bambi 일분일초 조차도 아까운 단둘만의 밤 Bambi Bam Bambi Bambi Bambi Bambi Bam Bambi Bambi Bambi Youre so precious I cant take it You are dreamy Bambi Bambi  깨기 싫은 꿈 keep this tempo 감은 두 눈 사이 해 뜨지 않길 빌어,R&B/Soul,172,2021-03-30,,,
60,32706177,10448814,2858792,Bren Joy,Freezing,Twenties (Deluxe),I work every day for all the  money and the Lambos Frame you in a penthouse with a  coupe and call it Van Gogh I aint tryna overstep so that is why I tiptoe But we aint talkin forever we talkin bout tonight So I I think Im gonna  gon and jump on in Even if the waters still freezing I I think Im gonna  gon and freefall Cannonball right into the deep end I know that theres a chance  that I could drown But youre the only thing  that I can think about So I I think Im gonna  gon and jump on in Even if the waters still freezing Gold medal water rebel Rio de Janeiro Bottom of the sea and  back in twenty Michael Phelps oh Put you in the pool and take a dip you dip we dip And then we take it to the shower now we switching to commando I I think Im gonna  gon and jump on in Even if the waters still freezing I I think Im gonna  gon and freefall Cannonball right into the deep end I know that theres a chance  that I could drown But youre the only thing  that I can think about So I I think Im gonna  gon and jump on in Even if the waters still Freezing baby freezing baby yeah Girl Im diving even  if its twenty below Freezing baby freezing baby yeah You know that Im bout it  and I just want you to know I I think Im gonna  gon and jump on in Even if the waters still freezing I I think Im gonna  gon and freefall Cannonball right into the deep end I know that theres a chance  that I could drown But youre the only thing  that I can think about So I I think Im gonna  gon and jump on in Even if the waters still freezing Freezing baby freezing baby yeah Girl Im diving even  if its twenty below If its freezing baby freezing baby yeah You know that Im bout it  and I just want you to know I I think Im gonna  gon and jump on in Even if the waters still freezing,R&B/Soul,177,2021-03-26,,,
61,33372438,10466135,2621623,24KGoldn,The Top,El Dorado,Hmmhmm Hmmhmm Hmmhmm hmmhmm Im at the top at the top at the top at the top at the top top Hmm hmm hmmhmm Sushi and scallops but she want Italian order it straight to the crib To the crib I got a vision but they do not get it I know that it is what it is It is what it is Watch over shoulders cause Im gettin older aware that they plot on the kid On the kid Screamin and shouting cause these niggas doubted me but Im at the top at the top at the top at the top at the top goin brazy Yeah yeah And this feels amazing Yeah yeah Cause they used to never show love Yeah yeah If you wanna fuck with me baby just fuck with me dont act fugazi No no Cause that would be crazy Woah woah Aint no need for frontin my love No no I fly G still rock Levis cool pants gang we up in this bitch Up in this bitch She wan see my Givenchy I told that girl its up in my crib Dont mind me I blow my trees then blow your back out up in this bitch Up in this bitch Rockstar lifestyle lovin that shit Lovin that shit Popstar iced out twenty my wrist Tony Montana we goin bananas My little friend with me when we overseas I met a shorty whos bout to turn forty Im talkin my shit we just shootin the breeze Italians and Porsches bout five hunnid horses I whip in the rain and I keep it a G Skrr skrr skrr Turn out the streets we disturbin the peace Word Cause it dont feel the same Nono nono When you aint here to witness my name Name Goin insane Insane Everything changed It do it do When you have the money and fame Fame It dont feel the same no more But Im at the top at the top at the top at the top at the top goin brazy Yeah yeah And this feels amazing Yeah yeah Cause they used to never show love Yeah yeah If you wanna fuck with me baby just fuck with me dont act fugazi No no Cause that would be crazy Woah woah Aint no need for frontin my love No no Im at the top at the top at the top at the top at the top goin brazy Yeah yeah And this feels amazing Yeah yeah Cause they used to never show love Yeah yeah If you wanna fuck with me baby just fuck with me dont act fugazi No no Cause that would be crazy Woah woah Aint no need for frontin my love No no Im the happiest that Ive ever been BelAir gettin fresher than Prince Big racks I got money to spend Big packs in the back of the Benz Pink slips tell me why would I rent Chrome Hearts I could see through the tint I got my phone off gettin domed up While we roll up in the Lotus Baby Im gone gone gone All of our price they went up with the wind She wanna bone bone bone You know thats all that I needed to hear Where did you go go go You lost in the sauce so Im leavin Cause right now its time for the demons Yeah Not my fault you didnt believe Cause it dont feel the same Nono nono When you aint here to witness my name Name Goin insane Insane Everything changed It do it do When you have the money and fame Fame It dont feel the same no more But Im at the top at the top at the top at the top at the top goin brazy Yeah yeah And this feels amazing Yeah yeah Cause they used to never show love Yeah yeah If you wanna fuck with me baby just fuck with me dont act fugazi No no Cause that would be crazy Woah woah Aint no need for frontin my love No no Im at the top at the top at the top at the top at the top goin brazy Yeah yeah And this feels amazing Yeah yeah Cause they used to never show love Yeah yeah If you wanna fuck with me baby just fuck with me dont act fugazi No no Cause that would be crazy Woah woah Aint no need for frontin my love No no,랩/힙합,197,2021-03-26,,,
62,33347499,10577216,641331,조현아 (어반자카파),환상,Rewind : Blossom,그대여 돌아올 순 없나요 우리 다시 예전처럼 말예요 서로를 가졌단 이유만으로 너무도 행복했던 그대여 지금 행복한가요 그 사람이 그렇게 해주나요 아니면 그대 내게 돌아와요 난 항상 기다려요 그대 떠난 걸 헤어졌다는걸 혼자라는 걸 난 믿을 수가 없는 걸 저 문을 열고 걸어들어오는 그대 모습만 아직도 떠오르는걸 아직도 그댈 기다린다면 아직도 그대 생각에 운다면 그대는 믿을 수가 없겠지요 날 바보라 하겠죠 그대 떠난 걸 헤어졌다는걸 혼자라는 걸 난 믿을 수가 없는 걸 저 문을 열고 걸어들어오는 그대 모습만 아직도 떠오르는걸 그대 날 떠나 얼마나 행복해졌나요 내가 없는 삶이 훨씬 더 좋던가요 나는 그대 떠나간 뒤 텅 빈 그 자리를 그 어떤 것으로도 채우질 못해요 그대 떠난 걸 헤어졌다는걸 혼자라는 걸 난 믿을 수가 없는 걸 저 문을 열고 걸어들어오는 그대 모습만 아직도 떠오르는걸,발라드,288,2021-03-26,,,
63,33379544,10581682,2636085,Lil Nas X,MONTERO (Call Me By Your Name) (SATAN'S EXTENDED VERSION),MONTERO (Call Me By Your Name),I caught it bad yesterday You hit me with a call to your place Aint been out in a while anyway Was hopin I could catch you throwin smiles in my face Romantic talkin You dont even have to try Youre cute enough to fuck with me tonight Lookin at the table all I see is weed and white Baby you livin the life but nigga you aint livin right Cocaine and drinkin with your friends You live in the dark boy I cannot pretend Im not fazed only here to sin If Eve aint in your garden you know that you can Call me when you want call me when you need Call me in the morning Ill be on the way Call me when you want call me when you need Call m out by your name Ill be on the way lik Mmm mmm mmm Mmm mmm mmm Ayy ayy I wanna sell what youre buyin I wanna feel on your ass in Hawaii I want that jet lag from fuckin and flyin Shoot a child in your mouth while Im ridin Oh oh oh why me A sign of the times every time that I speak A dime and a nine it was mine every week What a time an incline God was shinin on me Now I cant leave And now Im actin hella elite Never want the niggas thats in my league I wanna fuck the ones I envy I envy Cocaine and drinkin with your friends You live in the dark boy I cannot pretend Im not fazed only here to sin If Eve aint in your garden you know that you can Call me when you want call me when you need Call me in the morning Ill be on the way Call me when you want call me when you need Call me out by your name Ill be on the way like Oh call me by your name Mmm mmm mmm Tell me you love me in private Call me by your name Mmm mmm mmm I do not care if you lyin When you want me Call me Ill drop everything Dont need your name Cause I dont have to say it Fuck it lets ride Call me when you Just call me when you need me Oh call me by your name Mmm mmm mmm Tell me you love me in private Call me by your name Mmm mmm mmm I do not care if you lyin,랩/힙합,170,2021-03-26,,,
64,33373124,10583170,160816,The One (더원),회상,故김현식 30주기 헌정앨범 “추억 만들기” Part 7,쓸쓸하게 미소 지며 손을 흔들던 그대 모습 내 마음에 아직도 잊을 수 없네 다정했던 그대와 나 지나간 추억은 내 가슴에 남아있네 아직도 잊을 수 없네 희미한 가로등 불 아래 나 홀로 외로이 가네 둘이서 걷던 이 길을 나 홀로 걸어가네 초라한 내 모습이 나는 싫어 그래도 난 어쩔 수 없이 외로움에 그리움에 지난날을 생각해보네 아 희미한 가로등 불 아래 나 홀로 외로이 가네 둘이서 걷던 이 길을 나 홀로 걸어가네 초라한 내 모습이 나는 싫어 그래도 난 어쩔 수 없이 외로움에 그리움에 지난날을 생각해보네 나 홀로 걸어가네,발라드,294,2021-03-26,,,
65,33374926,10583587,2928958,Reiley,Let It Ring,Let It Ring,Aint not way I can sugar sugarcoat the truth No one knows how to hurt me hurt me like you do I got caught on your lips and all over your tattoos I let you reel me in again When I started to add up add up your mistakes There was too much I couldnt couldnt calculate Its like I cut you off then you communicate Wont let you reel me in again Just cause you got my number You aint got my time You dont have to wonder You aint on my mind I felt like nothing without you Now I feel nothing Keep on calling Imma let it Imma let it ring Imma let it Imma let it ring Dont it seem kinda funny funny how it goes Now I dont even miss you I just miss your calls Yeah you used to leave me lonely now you wont leave me alone Cant let you reel me in again Just cause you got my number You aint got my time You dont have to wonder You aint on my mind I felt like nothing without you Now I feel nothing Keep on calling Imma let it Imma let it ring Imma let it Imma let it ring Imma let it Imma let it ring Imma let it Imma let it ring Just cause you got my number You aint got my time You dont have to wonder You aint on my mind I felt like nothing without you Now I feel nothing Keep on calling Imma let it Imma let it ring Imma let it Imma let it ring,POP,169,2021-03-26,,,
66,33375410,10583710,2743028,Gareth.T,boyfriend material,boyfriend material,Nananananana Mmhmhmhmhmhm Yeah Im not the type to be noticed Cause Im barely  Im okay good looking But lacking on fashion Im  and clueless bout most things romantic Facing the pressures of dying alone I hate being single for this long Im not the type Im not the type to steal your girl Im not the one Im not the one to speak up first I find it hard to put someone before my work And Im too shy so Im struggling to flirt Guess Im just not boyfriend material I think I need some loving tutorials Cant seem to say I love you three syllables Cause I dont mean it when I say it Guess Im just not boyfriend material Im dying for some boyfriend tutorials Dont fit into that modern criteria So Im not what these girls want I think Im better off being myself I know yeah Its coloured crew necks for the moment til I dont yeah I keep on running out of swipes so Tinder gold yeah Cause sticking to real life is too damn slow Ive been looking inside out but still no luck luck luck no luck These small talk conversations got me giving up give up Sorry I dont really give a single fuck Just need a girl that sees the world different and thats enough Guess Im just not boyfriend material I think I need some loving tutorials Cant seem to say I love you three syllables Cause I dont mean it when I say it Guess Im just not boyfriend material material Im dying for some boyfriend tutorials tutorial Dont fit into that modern criteria So Im not what these girls want Guess Im just not boyfriend material I think I need some loving tutorials Cant seem to say I love you three syllables Cause I wanna mean it when I say it yeah yeah,R&B/Soul,151,2021-03-26,,,
