music_index,album_index,singer_index,singer,song,album,lyrics,genre,music_titme,album_released,time,activity,emotion
5458267,2290324,205880,규현 (KYUHYUN),광화문에서 (At Gwanghwamun),The 1st Mini Album '광화문에서 (At Gwanghwamun)',넌 어땠는지 아직 여름이 남아 왠지 난 조금 지쳤던 하루 광화문 가로수 은행잎 물들 때 그제야 고갤 들었었나 봐 눈이 부시게 반짝이던 우리 둘은 이미 남이 되었잖아 네 품 안에서 세상이 내 것이었던 철없던 시절은 안녕 오늘 바보처럼 그 자리에 서 있는 거야 비가 내리면 흠뻑 젖으며 오지 않는 너를 기다려 나는 행복했어 그 손 잡고 걷던 기억에 또 뒤돌아 봐 네가 서 있을까 봐 난 모르겠어 세상 살아가는 게 늘 다른 누굴 찾는 일 인지 커피 향 가득한 이 길 찾아오며 그제야 조금 웃었던 나야 처음이었어 그토록 날 떨리게 한 사람은 너 뿐이잖아 누구보다 더 사랑스럽던 네가 왜 내게서,발라드,283,2014-11-13,가을_새벽,산책/걷는중,슬픔
5465008,2291053,100014,토이,세 사람 (With 성시경),Da Capo,많은 사람들 분주한 인사 우리 모두 모인 게 얼마 만인 건지 하얀 드레스 멋있어진 녀석 정말 잘 어울려 오랜 내 친구들 축하해 기억나는지 우리 처음 만난 날 새로운 꿈 시작된 월의 캠퍼스 어쩌면 그때 나는 알았나 봐 너 때문에 웃고 울게 될 나를 스무살 그 시절 우리 여름날의 멜로디 가슴속에 늘 숨 쉬는 풍경 하나 내 친구 처음 소개하던 날 뭔가 달라 보이던 너의 표정 넌 시작이었나 봐 둘만의 비밀이 닮아있는 말투가 친구라는 슬픈 말이 날 멈추게 만들어 말할 수 없는 나의 고백 용길 낼 수 없던 수많은 날 너의 연인은 내 오랜 친구 축복의 노래 꽃잎 흩날리면 눈부신 너의,발라드,286,2014-11-18,봄_새벽,산책/걷는중,기쁨
5465067,2291053,100014,토이,U & I (With Crush & 빈지노),Da Capo,you know 너 땜에 자꾸 난 전화길 못 놔 니가 올린 음식 사진도 네 친구들 댓글에 내 마음 두근 대 내가 생각해도 내가 웃겨 너의 하루가 다 궁금해 난 네가 정말 좋은가 봐 you know 니 SNS 업데이트될 때 내 입가엔 oh no 제일 먼저 내가 좋아요 누르곤 해 뭐 하는 건지 참 내가 생각해도 내가 웃겨 너의 모든 게 다 궁금해 난 네가 정말 좋은가 봐 잠이 오질 않아 니가 숨 쉬는 방은 어떤 모습일까 무슨 꿈 꿀까 나처럼 너도 내 생각하고 있는 건 아닐까 혹시 아닐까 너를 안아 줄래 네게 입 맞출래 내 품에 담을래 you and me,발라드,268,2014-11-18,봄_새벽,운동/훈련중,분노
5474213,2292019,1191,박효신,HAPPY TOGETHER,HAPPY TOGETHER,세상을 몰랐었던  마냥 웃기만 했던  푸른 하늘 닮은 꿈을 가진  키 작은 꼬마가 어느새  담을 넘는다  언덕 위로 좁게 트인  그 작은 길 따라  어디로 가는 걸까  작은 돌에 그만 넘어져도  일어나 다시 그 길 따라 걸어보렴  좀 더디면 어때  어디든 좋아  한 걸음씩  so happy together  너의 손을 잡고서  너와 발을 맞추며 가자  we are dancing together  서두르진 마  조금 익숙한 멜로디를 불러봐  루루루 루루루  너를 위한 멜로디  루루루 루루루  누구도 상상 못 할  내일이 또,발라드,250,2014-11-24,봄_아침,산책/걷는중,슬픔
5482064,2292762,161636,엠씨더맥스 (M.C the MAX),바라보기,미녀의 탄생 OST Part 4,마음이 알고 가 낯선 길인데도 니 숨결이 머문 자리는 너무 그립다 그립다 못해 아프다 누군가를 두 눈에 담았을 뿐인데 눈물이 그댄 내 삶의 이유 입니다 겁 없는 사랑이라서 사랑이 아픔을 앞서 나가서 바라보는 일이 내 전부래도 버릴 수 없는 그대 입니다 어제도 그래 오늘도 반쯤 날 미치게 망가트려놓고 아무리 애써봐도 지워지지 않을 그리움 나를 사랑하지 않아도 거칠 것이 없는 나라서 이 사랑에 모든 걸 내던집니다 끝이 결코 행복하지 않아도 내 가슴이 가는 데로 따라 걷는다 그댄 내가 사는 이유입니다 바라보는 일이 내 전부래도 손 놓지 못할 사랑입니다,발라드,218,2014-11-28,가을_새벽,휴식/수면,슬픔
5493719,2293906,735094,김나영,니 말대로,니 말대로,잘지내란 그 말을  그냥 듣고 있었어  이해해서 그런 게 아니야  애써 눈물 참는데  너를 미워하란 그 말만  자꾸 몇 번이나 되풀이 하는 너  그래 너 나빠 넌 너무도 나빠  이러지 마  내가 너무 초라해 보이잖아  니 말대로 나 니 말대로 널  미워할 수 없는 나란 걸 알잖아  지겹도록 나 지치도록 널  많이 사랑했던 내 맘 모두  보여준 것 뿐야  아직은 말야 니 말대로 나  너를 미워 못해  니가 돌아선 뒤로  참았던 눈물이 터져서  너를 잡을 수 없을 만큼  목이 메여 ,발라드,235,2014-12-09,봄_새벽,운동/훈련중,슬픔
5495296,2294058,792091,정승환,사랑에 빠지고 싶다,K팝 스타 시즌4 '사랑에 빠지고 싶다',운동을 하고 열심히 일하고 주말엔 영화도 챙겨보곤 해 서점에 들러 책 속에 빠져서 낯선 세상에 가슴 설레지 이런 인생 정말 괜찮아 보여 난 너무 잘살고 있어 헌데 왜  너무 외롭다 나 눈물이 난다 내 인생은 이토록 화려한데 고독이 온다 넌 나에게 묻는다 너는 이 순간 진짜 행복 하니 난 대답한다 난 너무 외롭다 내가 존재하는 이유는 뭘까 사랑이 뭘까 난 그게 참 궁금해 사랑하면서 난 또 외롭다 사는 게 뭘까 왜 이렇게 외롭니,발라드,145,2014-12-07,가을_새벽,산책/걷는중,슬픔
5531377,2298233,242868,나비,한강앞에서,REAL STORY,안녕 잘 지내라는 마지막 인사를 전하는 너를 바라보며 한참 동안 바보처럼 울었어 너와 자주 오던 한강 앞에서 이렇게 끝날 줄은 몰랐어 오늘 어쩐지 한강에 오기 싫더라 이상하게 느낌이 안 좋아서 아픈척하고 차라리 나오지 말걸 보고싶어 빨리 왔는데 노을지는 저녁 하늘 때문인 건지 붉어진 눈에 비친 니 얼굴이 더 아파와 예쁘게 보이려 더 신경 쓰고 한 걸음에 널 만나러 왔는데 오늘 어쩐지 한강에 오기 싫더라 이상하게 느낌이 안 좋아서 아픈척하고 차라리 나오지 말걸 보고싶어 빨리 왔는데 다른 사람들 다 웃고 있는데 모두 좋아 보이는데 나만 혼자 눈물나 오늘 어쩐지 한강에 오기 싫더라 이상하게 느낌이 안 좋아서 아픈척하고 차라리 나오지 말걸 보고싶어,발라드,192,2015-01-06,봄_새벽,산책/걷는중,슬픔
5536206,2298684,105623,노을,목소리,보이지 않는 것들,너무 보고 싶어서 가만히 너를 떠올려 보기도 했어 기억 속 네가 흐려진 만큼 잊혀진 거라 믿었어 지워질 거라고 하지만 지날수록 너의 그 모습보다 아련한 향기보다 그리워 단 한 번만 다시 들을 수 없을까 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 사랑한다는 말이 익숙해질 즈음 그 때 우린 헤어졌어 한동안 너의 따스히 건네던 그 말을 잊은 채 너와 다시 만나고 너를 안고 싶었던 지난 날의 내가 참 미워 단 한 번만 다시 들을 수 없을까 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 그렇게 떠나가던 날,발라드,261,2015-01-08,가을_새벽,휴식/수면,슬픔
5551234,2300266,792091,정승환,슬픔 속에 그댈 지워야만 해,K팝 스타 시즌4 - 캐스팅 오디션 Part.1,창가에 불어오는 가을바람은 텅 빈  마음을 스쳐 가는데 차가워진 벽에 기대어 멀리 밝아오는  새벽하늘 바라보아요 보고 싶지만 가까이 갈수 없어 이젠 그대 곁을 떠나가야 해 외로웠었던 나의 메마른 그 두 눈에 크고 따뜻한 사랑을 주었던 그대 곁을 이제 떠나는 것을  후회할지도 모르지만 그댈 사랑하기 때문이야 그대만을 사랑하는 걸  잊을 수는 없지만 슬픔 속에 그댈 지워야만 해 그대 곁을 이제 떠나는 것을 그대 곁을 이제 떠나는 것을  후회할지도 모르지만 그댈 사랑하기 때문이야 그대만을 사랑하는걸  잊을 수는 없지만 잊을 수는 없지만  슬픔 속에 그댈 지워야만 해 사랑하는 그대여 안녕,발라드,190,2015-01-18,가을_새벽,차량/운전중,슬픔
5555751,2300803,236815,다비치,또 운다 또,DAVICHI HUG,또 운다 또 울지 말라니까 내 말 좀 들어라 터진 눈물아 약한 마음아 상처 난 가슴아 나는 정말 울기 싫단다 또 운다 또 울지 말라니까 제발 그 앞에서 울지마 무슨 말만 하면 울잖아  헤어지잔 말 한 마디에 아무 말도 못하면서 사랑한다고 사랑한다고 말도 못하면서 뚝 그만 울라니까 가 제발 가 오지 말라니까 내 말 좀 들어라 나쁜 이별아 하고 싶은 말 얼마나 많은데 나는 아직 사랑하는데 가 제발 가 그는 남겨두고 제발 그 앞에서 울지마 무슨 말만 하면 울잖아 헤어지잔 말 한 마디에 아무 말도 못하면서 사랑한다고 사랑한다고 말도 못하면서 뚝 그만 울라니까 눈물 뒤로 사랑이 숨어서 그가 날,발라드,201,2015-01-21,가을_새벽,휴식/수면,사랑
5629186,2309363,28801,허각,사월의 눈,사월의 눈,어느새 그 차가웠던 긴 겨울에 하얀 눈도 스르륵 봄바람에 다 녹아내려요 다시 또 누군가를 사랑할 수 있으려나요 눈부신 따스한 봄날엔 그토록 욕해대고 할퀴어대던 두 사람이 나였는지 그녀였는지 조차 잊어버린 듯 그 겨울 그 겨울이 그때 우리가 참 그리워 미운데 미운데 그리워 큰맘 먹고 살짝 열어본 내 창가에 눈부신 봄날 햇살 아래로 차디찬 눈이 내려요 작은 내 방에 내 텅 빈 가슴에 그 아팠던 상처가 또 다시 덧나려는 듯 이른 봄날에 눈이 내려요 주르륵 흘러내린 내 눈물마저도 차네요 내게도 봄날이 올까요 누군갈 또 다시 사랑하고 싶어서 미친 듯 거리를 걸어봐도 차디찬 눈이 내려요 내 두 눈가에 이 못난 가슴에 그 아팠던,발라드,239,2015-03-17,겨울_새벽,휴식/수면,사랑
5639931,2310810,175139,케이윌,꽃이 핀다,[RE:],바람꽃이 날리고  해가 길어져 가고 이젠 이 길을   밤새 걸어도 걸어도  손 끝이 시리지가 않아  무거운 너의 이름이  바람에 날아오르다 또 다시 내 발끝에 떨궈져  아직 너도 날 떠나지 않는 걸까  아주 가끔은 널 잊고   하루가 지나고  아주 가끔은 너 아닌   다른 사람을 꿈꿔도  나의 마음에선   너란 꽃이 자꾸 핀다  가슴에 no no no no  아픈 니가 핀다 아무도 모를 만큼만  그리워하며 살았어 소리 내 울었다면 난 지금  너를 조금 더 잊을 수 있었을까  아주 가끔은 널 잊고 ,발라드,234,2015-03-25,봄_새벽,산책/걷는중,슬픔
5650996,2312287,688432,로꼬,우연히 봄,냄새를 보는 소녀 OST Part.2,우연히 내게 오나봐  봄 향기가 보여  너도 같이 오나봐  저 멀리서 니 향기가  설레는 코끝에 나의 입술에  괜찮은 느낌 이 떨림  나도 몰래 우연히 봄  어 어느새  겨울 지나 봄이야  여전히 난 너  앞에선 돌이야  난 아직 이게  믿기지가 않지만  내 왼손은  지금까지도 너의 향기가  미묘하게 흘렀던 분위기에  아직까지 난 가까스로 숨 쉬네  무대 위완 다르게 니 눈을 피해  고개를 돌렸던  내 모습에 한숨 쉬네  오랜만에 느껴지는  이 떨림이 날 단순하게 만들어  딱 너만 아는 거리지  다,발라드,201,2015-04-08,봄_아침,휴식/수면,슬픔
5668985,2314734,161636,엠씨더맥스 (M.C the MAX),그 남잔 말야,냄새를 보는 소녀 OST Part.5,바람 부는 이런 날엔  넌 어디서 뭘 하는지 오늘 따라 오늘 따라 궁금해 너무 쉽게 잊혀 지면  흩날리는 저 꽃잎처럼 그 거리에 널 부르며 서 있어 미치도록 널 사랑한  남자가 있었어 그 남잔 말야  아직도 네 추억에 살아 네가 너무 그리워  네가 너무 그리워  정신 못 차릴 만큼 느껴지니 느껴지니 내 맘이 혼자 걷는 밤거리가  이렇게나 쓸쓸한지 이별 후에 이별 후에 배웠어 미치도록 널 사랑한  남자가 있었어 그 남잔 말야  아직도 네 추억에 살아 네가 너무 그리워  네가 너무 그리워  정신 못 차릴 만큼  느껴지니 느껴지니 내 사랑아,발라드,213,2015-04-23,가을_새벽,운동/훈련중,슬픔
5704397,2319508,646173,백아연,이럴거면 그러지말지 (Feat. Young K),이럴거면 그러지말지,궁금해서 잠이 안 와 그때 왜 그랬어 구차해도 묻고 싶어 그때 난 뭐였어 나나나나 나나 나나 나만 애 탄거니 나나나나 나나 나나 난 진심인데 넌 그랬구나 그랬어 좋았는데 넌 아니었나 봐 그랬구나 그때 넌 그런 줄 모르고 나 혼자 이럴 거면 바래다주었던 그날 밤 넌 나를 안아주지 말았어야지 설렘에 밤잠 설치게 했던 그 말 그 말도 말았어야지 그러지는 말지 비겁하게 숨어버린 너를 돌아 올 거라고 믿은 내가 바보야 사랑스럽게 날 보던 네 눈빛에 빠졌던 내가 바보지 이럴 줄도 모르고 이렇게 돼 버린 이상 그냥 얘기할게 이미 떠나버린 니 맘 돌릴 순 없으니 그랬구나 그랬어 좋았는데 넌 아니었나 봐 그랬구나 그때,발라드,213,2015-05-20,겨울_새벽,휴식/수면,사랑
5709750,2320218,6502,김범수,사랑의 시작은 고백에서부터,프로듀사 OST,사랑은 소리 없이 찾아와 내 가슴을 떨리게 만들죠  아무런 이유 없이 전화를 그냥 만져 보는 나를 보네요  두근거리는 맘을 달래고 그대에게 전화를 했지만  들을 수 없었던 그 목소리 오늘 따라 너무 그리워져요  나 오늘 너에게 고백할 거야 사랑한다고 세상에 말할 거야  나 비록 가진 건 하나 없지만 행복을 줄 거야  오직 너 하나면 충분해  사랑은 내게 상처 뿐이라 두 번 다신 하기 싫었는데  널 만난 그 순간 알게 됐어 바보처럼 겁이 많았다는 걸 나 오늘 너에게 고백할 거야 사랑한다고 세상에 말할 거야  나 비록 가진 건 하나 없지만 행복을 줄 거야,발라드,225,2015-05-23,가을_새벽,산책/걷는중,슬픔
5729885,2322917,192827,어쿠스틱 콜라보,그러지마요,상류사회 OST,자꾸 다가오지 말아요 미소 짓지도 말아요 그댈 바라게 되면 많이 아플 테니 나를 꿈꾸지 마요 나도 이렇게 그댈 밀어내고 있잖아요 제발 다가오지 말아요 그 따뜻함에 분명 흔들릴 테니 내가 그대를 참아내는 만큼 아파와도 난 그대를 참아야겠죠 나를 잊어도 돼요 내가 다시는 그댈 바라지도 못할 만큼 제발 아파하지 말아요 그대 눈물에 다시 흔들릴 테니 내가 그대를 밀어내는 만큼 아파해도 난 그대를 참아야겠죠 왈칵 눈물이 흐르네요 밀어내 봐도 참아 보려 애를 써 봐도 전부 거짓말이죠 제발 떠나가지는 말아요 나도 이렇게 그대를 사랑하죠 내가 그대를 밀어냈던 만큼 처음부터 난 그대를 사랑한 거죠,발라드,217,2015-06-09,겨울_저녁,산책/걷는중,슬픔
5731852,2323159,58793,이승기,그리고 안녕,그리고...,작은 너의 입술이 처음 내게 했던 말 안녕이란 그 말이 참 듣기 좋더라 우리가 시작이 된 것 같아 우리가 우리가 된 것 같아 너를 집에 데려다 주고 돌아오는 그 길에 설레게 한 그 말이 이젠 Good bye Good bye 안녕 안녕 안녕이라는 말 끝이란 건 아니야 같은 하늘 아래 있으니까 안녕 안녕 안녕 말을 하지만 나의 가슴 속엔  너만 너만 꼭 너만 있을 테니까 짧은 시간이었지만 추억은 많더라 한결같은 사랑은 늘 감동이더라 오늘이 마지막은 아니야 알겠니 그러니까 울지 마  너는 세상 어디 있어도 찾아갈 수 있으니 아무 걱정하지 마 잠시 Good bye Good bye 안녕 안녕 안녕이라는 말,발라드,221,2015-06-10,가을_새벽,차량/운전중,기쁨
5731941,2323162,602056,지코 (ZICO),아프다,가면 OST Part.2,나란 존재가 존재하긴 했어 혀끝까지 차오른 말을 삼켜내  너만 나쁜 년 만드는 구애인걸 알면서 나댄거니까 누굴 탓 안해 정말 답답해 상처는 오는데 상처는 못찾는게 일에 전념해도 가사의 대상이 너라는게 기억도 하루처럼 저무는 거라면 편히 잘테지만 다시 네 잔상을 떠안아 보고싶다는 그 말 하지 못해 삼킨다 오늘 많이 아프다 사랑했던 맘이 아리고 또 아프다 너도 나처럼 아플까 죽을 만큼 사랑했던 네가 이제 너무 미워 힘들어 네가 미워도 아파도 사랑은 너라서 못 가 네 곁을 못 떠나 다들 푸념 말라고 그냥 추억하라고 I ve got a know 그럴꺼면 사랑 무엇하려고 해 떠나간 사람은 간직할게 못돼  미안해 이별엔 지혜롭고 듬직하지 못해서,발라드,226,2015-06-10,봄_저녁,산책/걷는중,분노
5756880,2326467,647971,비투비,괜찮아요,Complete,어깨가 무겁나요 무거운 짐을 내려놓기가 참 쉽진 않죠 누군가 말했죠 내 꿈이 멀게만 느껴질 땐 잠시 쉬다 가세요 매일 같은 일상에 힘든가요 그건 누구를 위한 거죠 결국 또 쓰러질 텐데 힘들어 혼자라 느껴질 때 이 노랠 들어봐요 기대해 즐겨 듣던 그 멜로디 Woo woo 라디오에 흘러나올 그 목소리 Oh 내가 할 수 있는 건 노래 가사뿐이죠 힘들어도 괜찮아 괜찮아 괜찮아 잘될 거예요 I believe in you 년째지 어느 곳도 날 원하지 않는 삶이 이제 군대라도 가야 하나 싶어서 부모님께 말씀드렸더니 딱 한마디 했어 어휴 그래서 말 못했지 하던 알바도 잘렸다고 Well 어제는 제대 직전인 친구가 휴가 나왔어 하는 말이 무섭대,발라드,253,2015-06-29,겨울_저녁,산책/걷는중,슬픔
5822923,2335653,108363,SG 워너비,가슴 뛰도록,THE VOICE,사랑해 사랑해 사랑해   매일 아침 눈을 뜰 때마다  나를 설레게 하는 사람  나의 심장이 살아 숨쉰다는 걸  가르쳐 주는 사람 벅찬 가슴으로 힘껏 달려가  보고 싶었다고 말할 수 있는  네가 있다는 것 하나만으로  내 하루는 눈부셔  너를 사랑해 가슴이 뛰도록 매일 감사해 눈물이 나도록   내가 태어난 이유  내가 살아갈 이유 너였던 거야 너를 위해 난 존재해  옆에 있단 이유만으로도  어깰 펴지게 하는 사람  빈틈 많은 내 삶을 미소로  가득 채워준 단 한 사람   기쁜 날엔 함께 웃을 수 있고  힘든 날엔,발라드,252,2015-08-19,가을_새벽,휴식/수면,기쁨
5822925,2335653,108363,SG 워너비,좋은 기억,THE VOICE,어딘가에 마음 기대고 싶은 날  가눌 수도 없을만큼 힘겨운 날  살다가 살다가 그대  그런 날이 오더라도  우리 지난날의 추억을  떠올리며 잠시나마 미소 짓게  잊지는 말아요 내 사랑을  잊지는 말아요 이것만은  그대밖에 몰랐던  한 사람이 있었음을  좋았던 추억만 간직해요  사랑한 시간만 늘 기억해요  내 생의 가장 좋은 기억은  그대라는 사람인 걸  잊지는 말아요 잊지는 말아요  행복하게 웃던 그대를 보았죠  나 없이도 좋아 보여 다행이죠  살다가 살다가 삶의  마지막이 오더라도  같은 추억 속에 살았던  그 순간이 아름답게 남아있게  잊지는 말아요 내,발라드,213,2015-08-19,가을_새벽,휴식/수면,슬픔
7857091,2640645,544520,종현 (JONGHYUN),하루의 끝 (End of a day),종현 소품집 '이야기 Op.1',손을 뻗어줘 내 목을 감싸줘 좀 더 아래 내 어깰 주물러 줘 지쳐버린 하루 끝 이미 해가 떴어도 난 이제야 눈을 감으니 남들보다 늦게 문을 닫는 나의 하루에 장난스럽게 귓볼을 간지럽히며 하루 종일 다른 세상에 있었어도 우린 항상 하루 끝은 함께 하니까 너의 그 작은 어깨가 너의 그 작은 두 손이 지친 내 하루 끝 포근한 이불이 되고 수고했어요 정말 고생했어요 네게도 내 어깨가 뭉툭한 나의 두 손이 지친 너의 하루 끝 포근한 위로가 되기를 자연스레 너와 숨을 맞추고파 빈틈없이 널 감싸 안는 욕조 속 물처럼 따뜻하게 또 하나도 빈틈없게 서툰 실수가 가득했던 창피한 내 하루 끝엔 너란 자랑거리 날,발라드,277,2015-09-17,가을_새벽,휴식/수면,안정
7861392,2638798,1142,임창정,또 다시 사랑,또 다시 사랑,아픔이 좀 더 작아질까 의미 없는 만남을 하다가 어느 날 그대가 흘린 눈물 왠지 나와 같다 느껴서 이렇게 그대를 지키는가 봐요 행복하고 싶었던 그대를 몰랐던 누군갈 또 알아가면서 분명 행복할 걸 알겠지만 내가 그대를 만났다는 건 어쩌면 흘러가는 흔한 인연이란 것 일지 모르지만 오늘도 다시 또 다시 사랑해요 사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까 어느 날 그대가 숨긴 눈물 왠지 나와 같다 느껴서 이렇게 그대를 지키는 가 봐요 행복하고 싶었던 그대를 몰랐던 누군갈 또 알아가는 게 혹시 두렵기도 하겠지만 내가 그대를 만났다는 건 어쩌면 흘러가는 흔한 인연이란 것일지 모르지만 오늘도 다시 또 다시 사랑해요 사랑 언제나 이번이 마지막이라며 처음인,발라드,276,2015-09-22,겨울_새벽,휴식/수면,슬픔
7877917,2643740,236797,태연 (TAEYEON),I (Feat. 버벌진트),I - The 1st Mini Album,빛을 쏟는 Sky  그 아래 선 아이 I  꿈꾸듯이 Fly  My Life is a Beauty  어디서 많이 들어본 이야기  미운 오리와 백조  또 날기 전의 나비  사람들은 몰라  너의 날개를 못 봐  네가 만난 세계라는 건  잔인할지도 몰라  But strong girl  you know you were born to fly  네가 흘린 눈물  네가 느낀 고통은 다  더 높이 날아오를 날을 위한  준비일 뿐 Butterfly  Everybodys gonna see it soon  빛을 쏟는 Sky  그 아래 선 아이 I  꿈꾸듯이 Fly  My,발라드,206,2015-10-07,여름_점심,차량/운전중,슬픔
7877918,2643740,236797,태연 (TAEYEON),U R,I - The 1st Mini Album,오랫동안 내 마음엔 구름 가득 비가 내려 따스한 햇살 비추길 간절히 바랬죠 어깨를 적신 빗방울도 마르면 나만 홀로 남겨질까 너무나도 두려웠죠 그댄 빛처럼 비 갠 뒤처럼 내 마음에 떠오르죠 이렇게 Cause you are 내게 내린 빛과 You are 너무 고운 꿈과 일곱 빛으로 온 세상을 더 아름답게 물들여 언제나 Yeah U R 텅 빈 푸른 언덕 위에 무지개는 지붕이 돼 그 아래 가만히 누워 하늘을 보아요 세상 가장 평온함과 처음 느낀 설렘 누구보다 사랑스러워 고갤 돌리면 그대 미소에 나도 몰래 손을 뻗죠 이렇게 Cause you are 내게 내린 빛과 You are 너무 고운 꿈과 일곱 빛으로 온 세상을 더 아름답게,발라드,274,2015-10-07,겨울_저녁,차량/운전중,안정
7884171,2644698,490981,소유 (SOYOU),모르나봐,그녀는 예뻤다 OST Part.4,내 곁에 니가 아닌  다른 사람이 항상 날 바라보는데 니 말투 니 모습 낯설지 않아  내가 기다린 사람 어쩌면 나  난 사랑을 몰라서 어떤 말도 못 했었나봐 항상 곁에 있었는데 늘 바라보고 있는데 너는 아직도 모르나봐 조금 더 다가가면 날 알아줄까 조금 더 기다려볼까 나 혼자 너 몰래 시작한 사랑 이제 같이 해볼까 어쩌면 나  난 너 밖에 몰라서 다른 사랑 할 수 없나봐 자꾸 내 맘이 이상해 늘 기다리고 있는데 너는 아직도 내 맘을 모르나봐 니가 없어 할 수 없었던 그 말 사랑이라는 그 말 너만 보면 하고 싶은 말 소중한 사람 모르나봐 너 밖에,발라드,201,2015-10-14,가을_새벽,운동/훈련중,슬픔
7896509,2646282,261143,IU (아이유),푸르던,CHAT-SHIRE,그날 알았지 이럴 줄 이렇게 될 줄 두고두고 생각날 거란 걸 바로 알았지 까만 하늘 귀뚜라미 울음소리 힘을 주어 잡고 있던 작은 손 너는 조용히 내려 나의 가물은 곳에 고이고 나는 한참을 서서 가만히 머금은 채로 그대로 나의 여름 가장 푸르던 그 밤 그 밤 너의 기억은 어떨까  무슨 색일까  너의 눈에 비친 내 모습도 소중했을까 머리 위로 연구름이 지나가네 그 사이로 선바람이 흐르네  너는 조용히 내려 나의 가물은 곳에 고이고 나는 한참을 서서 가만히 머금은 채로 그대로 나의 여름 가장 푸르던 빗소리가 삼킨 사랑스런 대화  조그맣게 움을 트는 마음 그림처럼 묽게 번진 여름 안에 오로지,발라드,247,2015-10-23,가을_새벽,휴식/수면,슬픔
7921208,2649434,1088,이적,걱정말아요 그대,응답하라 1988 OST Part.2,그대여 아무 걱정 하지 말아요 우리 함께 노래 합시다 그대 아픈 기억들 모두 그대여 그대 가슴에 깊이 묻어 버리고  지나간 것은 지나간 대로 그런 의미가 있죠 떠난 이에게 노래 하세요 후회없이 사랑했노라 말해요 그대는 너무 힘든 일이 많았죠 새로움을 잃어 버렸죠 그대 슬픈 얘기들 모두 그대여  그대 탓으로 훌훌 털어 버리고 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다,발라드,231,2015-11-07,가을_새벽,산책/걷는중,슬픔
7942948,2652150,757777,오혁,소녀,응답하라 1988 OST Part.3,내 곁에만 머물러요 떠나면 안돼요 그리움 두고 머나먼 길 그대 무지개를 찾아올 순 없어요 노을 진 창가에 앉아 멀리 떠가는 구름을 보면 찾고 싶은 옛 생각들 하늘에 그려요 음 불어오는 차가운 바람 속에 그대 외로워 울지만 나 항상 그대 곁에 머물겠어요 떠나지 않아요 노을 진 창가에 앉아 멀리 떠가는 구름을 보면 찾고 싶은 옛 생각들 하늘에 그려요 음 불어오는 차가운 바람 속에 그대 외로워 울지만 나 항상 그대 곁에 머물겠어요 떠나지 않아요 내 곁에만 머물러요 떠나면 안돼요,발라드,226,2015-11-21,가을_새벽,휴식/수면,슬픔
7963607,2654724,699632,로이킴,북두칠성,북두칠성,외로움에 사무쳐 억지로 몸을 끌고 나와 조용한 카페에 앉아서 길을 지나가는 사람들의 표정을 보다 왠지 나만 이런 것 같아 더 슬퍼오면 주변에 심어진 수많은 나무들을 바라봐 아무도 알아주진 않지만 우뚝 서 있잖아 집에 가는 길엔 나를 그리며 하늘을 바라봐 줄래 북두칠성이 보이니 빛나는 별들을 천천히 이어가며 나를 기다려 주길 북두칠성이 보이니 니가 있는 곳이 어디든 난 따라가 그 길을 비춰줄게 오랜만에 날씨가 좋아 책을 들고 나와 집 앞 공원에 앉아서 책을 읽다 바라본 구부정한 그림자가 오늘따라 더 초라해 보이면 주변에 놓여진 외로운 가로등을 바라봐 아무도 알아주진 않지만 우뚝 서 있잖아 집에 가는 길엔 나를 그리며 하늘을 바라봐 줄래 북두칠성이 보이니,발라드,228,2015-12-04,가을_새벽,산책/걷는중,슬픔
7985298,2657764,105623,노을,함께,응답하라 1988 OST Part.7,우리 기억 속엔 늘 아픔이 묻어 있었지 무엇이 너와 나에게 상처를 주는지 주는 그대로 받아야만 했던 날들 그럴수록 사랑을 내세웠지 우리 힘들지만 함께 걷고 있었다는 것 그 어떤 기쁨과도 바꿀 수는 없지 복잡한 세상을 해결할 수 없다 해도 언젠가는 좋은 날이 다가올 거야 살아간다는 건 이런 게 아니겠니 함께 숨쉬는 마음이 있다는 것 그것만큼 든든한 벽은 없을 것 같아 그 수많은 시련을 이겨내기 위해서 우리 힘들지만 함께 걷고 있었다는 것 그 어떤 기쁨과도 바꿀 수는 없지 복잡한 세상을 해결할 수 없다 해도 언젠가는 좋은 날이 다가올 거야 살아간다는 건 이런 게 아니겠니 함께 숨쉬는 마음이 있다는 것 그것만큼 든든한 벽은,발라드,272,2015-12-19,가을_새벽,휴식/수면,슬픔
